seqid	source	type	start	end	score	strand	phase	attributes	chr	id	old_lt
CP023154	GenBank	CDS	1170575	1171744	.	-	1	ID=PFDSM3638_06250.p01;Parent=PFDSM3638_06250.t01;Name=PFDSM3638_06250;Note=catalyzes the transamination of the aromatic amino acid forming a ketoacid%3B first step in aromatic amino acid degradation in lactococci%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013905735.1;product=pyridoxal phosphate-dependent aminotransferase;protein_id=PRJNA382684:PFDSM3638_06250;transl_table=11;translation=length.389	CP023154	PFDSM3638_06250	PF1253
CP023154	GenBank	CDS	1171912	1173474	.	+	1	ID=PFDSM3638_06255.p01;Parent=PFDSM3638_06255.t01;Name=PFDSM3638_06255;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013749418.1;product=Na+dependent transporter;protein_id=PRJNA382684:PFDSM3638_06255;transl_table=11;translation=length.520	CP023154	PFDSM3638_06255	PF1254
CP023154	GenBank	CDS	1173631	1174365	.	+	1	ID=PFDSM3638_06260.p01;Parent=PFDSM3638_06260.t01;Name=PFDSM3638_06260;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012400.1;product=alkaline-shock protein;protein_id=PRJNA382684:PFDSM3638_06260;transl_table=11;translation=length.244	CP023154	PFDSM3638_06260	PF1256
CP023154	GenBank	CDS	1174362	1175294	.	-	1	ID=PFDSM3638_06265.p01;Parent=PFDSM3638_06265.t01;Name=PFDSM3638_06265;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012401.1;product=SAM-dependent tRNA/rRNA cytosine-C5 methylase;protein_id=PRJNA382684:PFDSM3638_06265;transl_table=11;translation=length.310	CP023154	PFDSM3638_06265	PF1257
CP023154	GenBank	CDS	1175296	1175985	.	-	1	ID=PFDSM3638_06270.p01;Parent=PFDSM3638_06270.t01;Name=PFDSM3638_06270;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012402.1;product=ribose-5-phosphate isomerase RpiA;protein_id=PRJNA382684:PFDSM3638_06270;transl_table=11;translation=length.229	CP023154	PFDSM3638_06270	PF1258
CP023154	GenBank	CDS	1175989	1176312	.	-	1	ID=PFDSM3638_06275.p01;Parent=PFDSM3638_06275.t01;Name=PFDSM3638_06275;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010867894.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06275;transl_table=11;translation=length.107	CP023154	PFDSM3638_06275	PF1259
CP023154	GenBank	CDS	1176363	1177277	.	-	1	ID=PFDSM3638_06280.p01;Parent=PFDSM3638_06280.t01;Name=PFDSM3638_06280;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012404.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06280;transl_table=11;translation=length.304	CP023154	PFDSM3638_06280	PF1260
CP023154	GenBank	CDS	1177279	1177851	.	-	1	ID=PFDSM3638_06285.p01;Parent=PFDSM3638_06285.t01;Name=PFDSM3638_06285;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012405.1;product=metallophosphoesterase;protein_id=PRJNA382684:PFDSM3638_06285;transl_table=11;translation=length.190	CP023154	PFDSM3638_06285	PF1261
CP023154	GenBank	CDS	1177898	1178569	.	+	1	ID=PFDSM3638_06290.p01;Parent=PFDSM3638_06290.t01;Name=PFDSM3638_06290;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835371.1;product=16S rRNA methyltransferase;protein_id=PRJNA382684:PFDSM3638_06290;transl_table=11;translation=length.223	CP023154	PFDSM3638_06290	PF1262
CP023154	GenBank	CDS	1178631	1180004	.	+	1	ID=PFDSM3638_06295.p01;Parent=PFDSM3638_06295.t01;Name=PFDSM3638_06295;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012407.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06295;transl_table=11;translation=length.457	CP023154	PFDSM3638_06295	PF1263
CP023154	GenBank	CDS	1180066	1180482	.	+	1	ID=PFDSM3638_06300.p01;Parent=PFDSM3638_06300.t01;Name=PFDSM3638_06300;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014734304.1;product=translation initiation factor IF-5A;protein_id=PRJNA382684:PFDSM3638_06300;transl_table=11;translation=length.138	CP023154	PFDSM3638_06300	PF1264
CP023154	GenBank	CDS	1180503	1181855	.	-	1	ID=PFDSM3638_06305.p01;Parent=PFDSM3638_06305.t01;Name=PFDSM3638_06305;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010868025.1;product=SAM-dependent tRNA/rRNA cytosine-C5 methylase;protein_id=PRJNA382684:PFDSM3638_06305;transl_table=11;translation=length.450	CP023154	PFDSM3638_06305	PF1265
CP023154	GenBank	CDS	1181997	1183097	.	+	1	ID=PFDSM3638_06310.p01;Parent=PFDSM3638_06310.t01;eC_number=2.5.1.48;Name=PFDSM3638_06310;Note=catalyzes the formation of cystathionine from L-cysteine and O-succinyl-L-homoserine%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012410.1;product=cystathionine gamma-synthase;protein_id=PRJNA382684:PFDSM3638_06310;transl_table=11;translation=length.366	CP023154	PFDSM3638_06310	PF1266
CP023154	GenBank	CDS	1183100	1184122	.	+	1	ID=PFDSM3638_06315.p01;Parent=PFDSM3638_06315.t01;Name=PFDSM3638_06315;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835373.1;product=5%2C10-methylenetetrahydrofolate reductase;protein_id=PRJNA382684:PFDSM3638_06315;transl_table=11;translation=length.340	CP023154	PFDSM3638_06315	PF1267
CP023154	GenBank	CDS	1184135	1185064	.	+	1	ID=PFDSM3638_06320.p01;Parent=PFDSM3638_06320.t01;Name=PFDSM3638_06320;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012412.1;product=5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase;protein_id=PRJNA382684:PFDSM3638_06320;transl_table=11;translation=length.309	CP023154	PFDSM3638_06320	PF1268
CP023154	GenBank	CDS	1185066	1186082	.	+	1	ID=PFDSM3638_06325.p01;Parent=PFDSM3638_06325.t01;Name=PFDSM3638_06325;Note=catalyzes the formation of methionine from methylcobalamin and homocysteine%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012413.1;product=methionine synthase;protein_id=PRJNA382684:PFDSM3638_06325;transl_table=11;translation=length.338	CP023154	PFDSM3638_06325	PF1269
CP023154	GenBank	CDS	1186079	1186978	.	-	1	ID=PFDSM3638_06330.p01;Parent=PFDSM3638_06330.t01;Name=PFDSM3638_06330;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012414.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06330;transl_table=11;translation=length.299	CP023154	PFDSM3638_06330	PF1270
CP023154	GenBank	CDS	1187213	1187524	.	-	1	ID=PFDSM3638_06340.p01;Parent=PFDSM3638_06340.t01;Name=PFDSM3638_06340;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012415.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06340;transl_table=11;translation=length.103	CP023154	PFDSM3638_06340	PF1271
CP023154	GenBank	CDS	1187908	1188675	.	+	1	ID=PFDSM3638_06345.p01;Parent=PFDSM3638_06345.t01;Name=PFDSM3638_06345;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010885076.1;product=LamB/YcsF family protein;protein_id=PRJNA382684:PFDSM3638_06345;transl_table=11;translation=length.255	CP023154	PFDSM3638_06345	PF1272
CP023154	GenBank	CDS	1188672	1189355	.	+	1	ID=PFDSM3638_06350.p01;Parent=PFDSM3638_06350.t01;Name=PFDSM3638_06350;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012417.1;product=allophanate hydrolase;protein_id=PRJNA382684:PFDSM3638_06350;transl_table=11;translation=length.227	CP023154	PFDSM3638_06350	PF1273
CP023154	GenBank	CDS	1189348	1190337	.	+	1	ID=PFDSM3638_06355.p01;Parent=PFDSM3638_06355.t01;Name=PFDSM3638_06355;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012418.1;product=urea amidolyase;protein_id=PRJNA382684:PFDSM3638_06355;transl_table=11;translation=length.329	CP023154	PFDSM3638_06355	PF1274
CP023154	GenBank	CDS	1190373	1190681	.	+	1	ID=PFDSM3638_06360.p01;Parent=PFDSM3638_06360.t01;Name=PFDSM3638_06360;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012419.1;product=DUF424 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_06360;transl_table=11;translation=length.102	CP023154	PFDSM3638_06360	PF1275
CP023154	GenBank	CDS	1190678	1190959	.	-	1	ID=PFDSM3638_06365.p01;Parent=PFDSM3638_06365.t01;Name=PFDSM3638_06365;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012420.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06365;transl_table=11;translation=length.93	CP023154	PFDSM3638_06365	PF1276
CP023154	GenBank	CDS	1190960	1191721	.	-	1	ID=PFDSM3638_06370.p01;Parent=PFDSM3638_06370.t01;Name=PFDSM3638_06370;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012571415.1;product=7-carboxy-7-deazaguanine synthase;protein_id=PRJNA382684:PFDSM3638_06370;transl_table=11;translation=length.253	CP023154	PFDSM3638_06370	PF1277
CP023154	GenBank	CDS	1191718	1192062	.	-	1	ID=PFDSM3638_06375.p01;Parent=PFDSM3638_06375.t01;Name=PFDSM3638_06375;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012422.1;product=6-pyruvoyl tetrahydropterin synthase;protein_id=PRJNA382684:PFDSM3638_06375;transl_table=11;translation=length.114	CP023154	PFDSM3638_06375	PF1278
CP023154	GenBank	CDS	1192103	1192648	.	-	1	ID=PFDSM3638_06380.p01;Parent=PFDSM3638_06380.t01;Name=rpl10e;Note=located in the peptidyl transferase center and may be involved in peptidyl transferase activity%3B similar to bacterial L16%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013905715.1;locus_tag=PFDSM3638_06380;product=50S ribosomal protein L16;protein_id=PRJNA382684:PFDSM3638_06380;transl_table=11;translation=length.181	CP023154	PFDSM3638_06380	PF1279
CP023154	GenBank	CDS	1192871	1193266	.	+	1	ID=PFDSM3638_06385.p01;Parent=PFDSM3638_06385.t01;Name=PFDSM3638_06385;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012424.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06385;transl_table=11;translation=length.131	CP023154	PFDSM3638_06385	PF1280
CP023154	GenBank	CDS	1193517	1193891	.	-	1	ID=PFDSM3638_06390.p01;Parent=PFDSM3638_06390.t01;Name=PFDSM3638_06390;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012425.1;product=superoxide reductase;protein_id=PRJNA382684:PFDSM3638_06390;transl_table=11;translation=length.124	CP023154	PFDSM3638_06390	PF1281
CP023154	GenBank	CDS	1193902	1194066	.	-	1	ID=PFDSM3638_06395.p01;Parent=PFDSM3638_06395.t01;Name=PFDSM3638_06395;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012426.1;product=rubredoxin;protein_id=PRJNA382684:PFDSM3638_06395;transl_table=11;translation=length.54	CP023154	PFDSM3638_06395	PF1282
CP023154	GenBank	CDS	1194143	1194658	.	-	1	ID=PFDSM3638_06400.p01;Parent=PFDSM3638_06400.t01;Name=PFDSM3638_06400;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012427.1;product=rubrerythrin;protein_id=PRJNA382684:PFDSM3638_06400;transl_table=11;translation=length.171	CP023154	PFDSM3638_06400	PF1283
CP023154	GenBank	CDS	1194763	1194942	.	-	1	ID=PFDSM3638_06405.p01;Parent=PFDSM3638_06405.t01;Name=PFDSM3638_06405;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011249991.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06405;transl_table=11;translation=length.59	CP023154	PFDSM3638_06405	PF1284
CP023154	GenBank	CDS	1195072	1196163	.	-	1	ID=PFDSM3638_06410.p01;Parent=PFDSM3638_06410.t01;Name=PFDSM3638_06410;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012429.1;product=Fe-S cluster assembly protein SufD;protein_id=PRJNA382684:PFDSM3638_06410;transl_table=11;translation=length.363	CP023154	PFDSM3638_06410	PF1285
CP023154	GenBank	CDS	1196163	1197590	.	-	1	ID=PFDSM3638_06415.p01;Parent=PFDSM3638_06415.t01;Name=sufB;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012430.1;locus_tag=PFDSM3638_06415;product=Fe-S cluster assembly protein SufB;protein_id=PRJNA382684:PFDSM3638_06415;transl_table=11;translation=length.475	CP023154	PFDSM3638_06415	PF1286
CP023154	GenBank	CDS	1197580	1198311	.	-	1	ID=PFDSM3638_06420.p01;Parent=PFDSM3638_06420.t01;Name=sufC;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012431.1;locus_tag=PFDSM3638_06420;product=Fe-S cluster assembly ATPase SufC;protein_id=PRJNA382684:PFDSM3638_06420;transl_table=11;translation=length.243	CP023154	PFDSM3638_06420	PF1287
CP023154	GenBank	CDS	1198401	1199492	.	-	1	ID=PFDSM3638_06425.p01;Parent=PFDSM3638_06425.t01;Name=thiI;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012432.1;locus_tag=PFDSM3638_06425;product=tRNA 4-thiouridine(8) synthase ThiI;protein_id=PRJNA382684:PFDSM3638_06425;transl_table=11;translation=length.363	CP023154	PFDSM3638_06425	PF1288
CP023154	GenBank	CDS	1199495	1200457	.	-	1	ID=PFDSM3638_06430.p01;Parent=PFDSM3638_06430.t01;Name=PFDSM3638_06430;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012433.1;product=molybdopterin biosynthesis protein MoeB;protein_id=PRJNA382684:PFDSM3638_06430;transl_table=11;translation=length.320	CP023154	PFDSM3638_06430	PF1289
CP023154	GenBank	CDS	1200547	1201116	.	+	1	ID=PFDSM3638_06435.p01;Parent=PFDSM3638_06435.t01;Name=PFDSM3638_06435;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012434.1;product=DUF523 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_06435;transl_table=11;translation=length.189	CP023154	PFDSM3638_06435	PF1290
CP023154	GenBank	CDS	1201179	1201937	.	+	1	ID=PFDSM3638_06440.p01;Parent=PFDSM3638_06440.t01;Name=PFDSM3638_06440;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012435.1;product=metallophosphatase family protein;protein_id=PRJNA382684:PFDSM3638_06440;transl_table=11;translation=length.252	CP023154	PFDSM3638_06440	PF1291
CP023154	GenBank	CDS	1201906	1203198	.	-	1	ID=PFDSM3638_06445.p01;Parent=PFDSM3638_06445.t01;Name=PFDSM3638_06445;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012436.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06445;transl_table=11;translation=length.430	CP023154	PFDSM3638_06445	PF1292
CP023154	GenBank	CDS	1203266	1204705	.	+	1	ID=PFDSM3638_06450.p01;Parent=PFDSM3638_06450.t01;Name=PFDSM3638_06450;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010885093.1;product=proline--tRNA ligase;protein_id=PRJNA382684:PFDSM3638_06450;transl_table=11;translation=length.479	CP023154	PFDSM3638_06450	PF1293
CP023154	GenBank	CDS	1204721	1205281	.	+	1	ID=PFDSM3638_06455.p01;Parent=PFDSM3638_06455.t01;Name=PFDSM3638_06455;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012438.1;product=dephospho-CoA kinase;protein_id=PRJNA382684:PFDSM3638_06455;transl_table=11;translation=length.186	CP023154	PFDSM3638_06455	PF1294
CP023154	GenBank	CDS	1205330	1205905	.	+	1	ID=PFDSM3638_06460.p01;Parent=PFDSM3638_06460.t01;Name=PFDSM3638_06460;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013748997.1;product=TATA-box-binding protein;protein_id=PRJNA382684:PFDSM3638_06460;transl_table=11;translation=length.191	CP023154	PFDSM3638_06460	PF1295
CP023154	GenBank	CDS	1205910	1206734	.	+	1	ID=PFDSM3638_06465.p01;Parent=PFDSM3638_06465.t01;Name=folP;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012440.1;locus_tag=PFDSM3638_06465;product=dihydropteroate synthase;protein_id=PRJNA382684:PFDSM3638_06465;transl_table=11;translation=length.274	CP023154	PFDSM3638_06465	PF1296
CP023154	GenBank	CDS	1206724	1207131	.	-	1	ID=PFDSM3638_06470.p01;Parent=PFDSM3638_06470.t01;Name=PFDSM3638_06470;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013905664.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06470;transl_table=11;translation=length.135	CP023154	PFDSM3638_06470	PF1297
CP023154	GenBank	CDS	1207170	1207679	.	-	1	ID=PFDSM3638_06475.p01;Parent=PFDSM3638_06475.t01;Name=PFDSM3638_06475;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012442.1;product=endonuclease;protein_id=PRJNA382684:PFDSM3638_06475;transl_table=11;translation=length.169	CP023154	PFDSM3638_06475	PF1298
CP023154	GenBank	CDS	1207676	1208302	.	-	1	ID=PFDSM3638_06480.p01;Parent=PFDSM3638_06480.t01;Name=pcp;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012443.1;locus_tag=PFDSM3638_06480;product=pyroglutamyl-peptidase I;protein_id=PRJNA382684:PFDSM3638_06480;transl_table=11;translation=length.208	CP023154	PFDSM3638_06480	PF1299
CP023154	GenBank	CDS	1208299	1208553	.	-	1	ID=PFDSM3638_06485.p01;Parent=PFDSM3638_06485.t01;Name=PFDSM3638_06485;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012444.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06485;transl_table=11;translation=length.84	CP023154	PFDSM3638_06485	PF1300
CP023154	GenBank	CDS	1208553	1209239	.	-	1	ID=PFDSM3638_06490.p01;Parent=PFDSM3638_06490.t01;Name=PFDSM3638_06490;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012445.1;product=MBL fold metallo-hydrolase;protein_id=PRJNA382684:PFDSM3638_06490;transl_table=11;translation=length.228	CP023154	PFDSM3638_06490	PF1301
CP023154	GenBank	CDS	1209489	1209896	.	-	1	ID=PFDSM3638_06495.p01;Parent=PFDSM3638_06495.t01;Name=PFDSM3638_06495;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835378.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06495;transl_table=11;translation=length.135	CP023154	PFDSM3638_06495	PF1302
CP023154	GenBank	CDS	1209965	1210672	.	-	1	ID=PFDSM3638_06500.p01;Parent=PFDSM3638_06500.t01;Name=PFDSM3638_06500;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012447.1;product=DUF2101 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_06500;transl_table=11;translation=length.235	CP023154	PFDSM3638_06500	PF1303
CP023154	GenBank	CDS	1210682	1213168	.	-	1	ID=PFDSM3638_06505.p01;Parent=PFDSM3638_06505.t01;Name=PFDSM3638_06505;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012448.1;product=DUF2341 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_06505;transl_table=11;translation=length.828	CP023154	PFDSM3638_06505	PF1304
CP023154	GenBank	CDS	1213168	1215333	.	-	1	ID=PFDSM3638_06510.p01;Parent=PFDSM3638_06510.t01;Name=PFDSM3638_06510;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012449.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06510;transl_table=11;translation=length.721	CP023154	PFDSM3638_06510	PF1305
CP023154	GenBank	CDS	1215330	1216784	.	-	1	ID=PFDSM3638_06515.p01;Parent=PFDSM3638_06515.t01;Name=PFDSM3638_06515;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012450.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06515;transl_table=11;translation=length.484	CP023154	PFDSM3638_06515	PF1306
CP023154	GenBank	CDS	1216830	1217249	.	-	1	ID=PFDSM3638_06520.p01;Parent=PFDSM3638_06520.t01;Name=PFDSM3638_06520;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012451.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06520;transl_table=11;translation=length.139	CP023154	PFDSM3638_06520	PF1307
CP023154	GenBank	CDS	1217366	1217569	.	+	1	ID=PFDSM3638_06525.p01;Parent=PFDSM3638_06525.t01;Name=PFDSM3638_06525;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012452.1;product=antitoxin;protein_id=PRJNA382684:PFDSM3638_06525;transl_table=11;translation=length.67	CP023154	PFDSM3638_06525	PF1308
CP023154	GenBank	CDS	1218303	1218572	.	-	1	ID=PFDSM3638_06530.p01;Parent=PFDSM3638_06530.t01;Name=PFDSM3638_06530;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013747441.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06530;transl_table=11;translation=length.89	CP023154	PFDSM3638_06530	PF1308.2n
CP023154	GenBank	CDS	1218643	1220133	.	+	1	ID=PFDSM3638_06535.p01;Parent=PFDSM3638_06535.t01;Name=PFDSM3638_06535;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012455.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06535;transl_table=11;translation=length.496	CP023154	PFDSM3638_06535	PF1310
CP023154	GenBank	CDS	1220281	1220664	.	+	1	ID=PFDSM3638_06540.p01;Parent=PFDSM3638_06540.t01;Name=PFDSM3638_06540;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835381.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06540;transl_table=11;translation=length.127	CP023154	PFDSM3638_06540	PF1311
CP023154	GenBank	CDS	1220687	1221394	.	+	1	ID=PFDSM3638_06545.p01;Parent=PFDSM3638_06545.t01;Name=PFDSM3638_06545;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012457.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_06545;transl_table=11;translation=length.235	CP023154	PFDSM3638_06545	PF1312
CP023154	GenBank	CDS	1221396	1222049	.	+	1	ID=PFDSM3638_06550.p01;Parent=PFDSM3638_06550.t01;Name=dprA;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012458.1;locus_tag=PFDSM3638_06550;product=DNA-protecting protein DprA;protein_id=PRJNA382684:PFDSM3638_06550;transl_table=11;translation=length.217	CP023154	PFDSM3638_06550	PF1313
CP023154	GenBank	CDS	1222254	1222811	.	+	1	ID=PFDSM3638_06555.p01;Parent=PFDSM3638_06555.t01;Name=PFDSM3638_06555;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012459.1;product=NYN domain-containing protein;protein_id=PRJNA382684:PFDSM3638_06555;transl_table=11;translation=length.185	CP023154	PFDSM3638_06555	PF1314
